0:43:13|92,8
0:44:13|83,1
0:45:13|76,8
0:46:13|16,6
0:47:13|74,1
0:48:13|96,3
0:49:13|64,7
0:50:13|54,6
0:51:13|5,5
0:53:4|72,9
1:22:48|71,1
1:23:48|6,9
1:24:48|49,3
1:25:48|70,4
1:26:48|10,8
1:27:48|96,2
1:28:48|20,1
1:29:48|99,8
1:30:48|5,3
1:31:48|51
1:32:48|9,9
1:33:48|73,9
1:34:48|1,1
1:35:48|77,1
1:36:48|92,5
1:37:48|68,4
1:38:48|96
1:48:15|5,7
1:49:12|33,5
1:50:12|73,6
1:51:12|61,1
1:52:12|27,6
1:53:12|88,8
1:54:12|86,2
1:55:12|92,7
2:4:56|45,2
2:5:56|68,7
2:6:56|60,5
2:7:56|9,9
2:8:56|86,7
2:9:56|34,4
2:10:56|68,2
2:11:56|58,2
2:12:56|95,3
2:13:56|16,1
2:14:56|85,2
2:15:56|91,4
2:16:56|35,7
2:17:56|98,7
2:18:56|82,1
2:19:56|30,1
2:20:56|34,6
2:21:56|57,4
2:22:56|43,9
2:23:56|68,4
2:24:56|53,5
2:25:56|67,6
2:26:56|54,6
2:27:56|18,2
2:28:56|30,6
2:29:56|94,1
2:30:56|48,6
2:31:56|59,6
